q_user,q_record,rep,seed,method,lambda,epsilon_learning,metric_value,run_id,config_hash,validation_pass
0.25,0.25,2,910000003,handle-only,1.0,4.0,0.09800403225806452,d1815f0b8cad14d3719fa2dd35bf68172184dcc1427aa6004d1986b24f09b001,086ade49333024ec5e7a69b2e580d599e00d727b232adb19f7b21122c1df7a3c,True
0.25,0.25,2,910000003,fixed-0.9,0.9,4.0,0.09784778225806452,d3f0436a78e7d3545ebf24c0bbc651bbb5e87b9abb64be000ddc96ee60d40b08,086ade49333024ec5e7a69b2e580d599e00d727b232adb19f7b21122c1df7a3c,True
0.25,0.25,3,910000004,adaptive-v2,0.0,3.9,0.12519657258064515,1f095dc76e464765f40167d9b91dae0b3ffcea1b027398564ba7f8c13fce3b8a,a736ce2b0411bda03c32fd707752bb641e6f15eb5b99455d23ecf14c4d710b31,True
0.25,0.25,3,910000004,stable-local,0.0,4.0,0.12519657258064515,0d7b7160b83277d2d77d540cf3577d5493f3c60adc73808aaea1180c70ead43b,e044043fa91a16137d1ad2d2d239f3324b546f66529cc4df6506fabc1d157842,True
0.25,0.25,3,910000004,fixed-0.9,0.9,4.0,0.1119203629032258,78c1818fd7743079a992e26a59781bbe79211efba95aa8d481f25af6bb154f39,e044043fa91a16137d1ad2d2d239f3324b546f66529cc4df6506fabc1d157842,True
0.25,0.25,3,910000004,handle-only,1.0,4.0,0.11004536290322581,c2843c66238b7e6c9aa0177fdb8263285c283942e2c881a8985319d9492e90d1,e044043fa91a16137d1ad2d2d239f3324b546f66529cc4df6506fabc1d157842,True
0.25,0.25,4,910000005,adaptive-v2,0.0,3.9,0.14424899193548388,828d2fd77667fee99e935fa978d42b8ea37428125c06955a38f933b7f207c146,41a41ede9e0445bcfb361392d641b5ab9fb4e8793cb2a7d2055cd94558be0349,True
0.25,0.25,4,910000005,fixed-0.9,0.9,4.0,0.12846774193548388,74975955e81287a063c870e30352a91568b69f40b6e92f42a7d24700eea543e6,d445137c4920e426957cfd8d363708a0ec4ebe487378decb5dc2f9901319e7d9,True
0.25,0.25,4,910000005,handle-only,1.0,4.0,0.12847278225806452,894f8e0e8ea8809ce0ab06221532e95f639ee95e0b9158a9d4d8ea9c106a8769,d445137c4920e426957cfd8d363708a0ec4ebe487378decb5dc2f9901319e7d9,True
0.25,0.25,4,910000005,stable-local,0.0,4.0,0.14409274193548388,de2a1e65a2db0e34e245fe8a25027487f4f5ed61d72421d29f6ecc26aaaf36e3,d445137c4920e426957cfd8d363708a0ec4ebe487378decb5dc2f9901319e7d9,True
0.25,0.25,5,910000006,adaptive-v2,0.0,3.9,0.09486895161290324,a23cd8feadb6a7f4d1457297aa669861870eeeb48ef215d4474886ad4031f4a6,aa03b324d81a661f3be473dbd83f695c926a95dc7de54eb49292575885f432c9,True
0.25,0.25,5,910000006,fixed-0.9,0.9,4.0,0.09002016129032259,01d4889fab89976f39d5a1a7432d0919bc227889ac5162bde083e1dad903b64b,f82f4f0778e525ff14a5fdc3d69b21b86f36e27d6bb65dd96afc7c225bbeee96,True
0.25,0.25,5,910000006,stable-local,0.0,4.0,0.09439516129032258,119360a55ac07fdef2fda6ff1a7a28731aa2af48fffddc0cafb086bb694008ab,f82f4f0778e525ff14a5fdc3d69b21b86f36e27d6bb65dd96afc7c225bbeee96,True
0.25,0.25,5,910000006,handle-only,1.0,4.0,0.09267641129032259,966ba514307653296177d5e6d1f29021127fbcab82a61f50d3e2bc2c279c4f4c,f82f4f0778e525ff14a5fdc3d69b21b86f36e27d6bb65dd96afc7c225bbeee96,True
0.25,0.25,6,910000007,adaptive-v2,0.0,3.9,0.1009375,0861238df6620682967cf153fdf9ad38c9ef4db1b2be02f16a76d05fb4f4fdc0,d0a8194ae81256b69bb3ed235ae23eb79dd2dfc7ad1882e11160842fa0c55be7,True
0.25,0.25,6,910000007,handle-only,1.0,4.0,0.09703125,3ec51896702ed80d1d54c3e5cb9235204977fd0bb3f9ab0caff94f437cc890a1,7a710c0f879309854b843165c3252dfe0ef7bd62f28ff3eaf27db84f9d57b5b9,True
0.25,0.25,6,910000007,fixed-0.9,0.9,4.0,0.09671875,49f5602a4214ba06f0a7a69633c5618ae4e9ca9cd54a1618c1a719ab8aafc93f,7a710c0f879309854b843165c3252dfe0ef7bd62f28ff3eaf27db84f9d57b5b9,True
0.25,0.25,6,910000007,stable-local,0.0,4.0,0.09828125,ccb660ff1b13d090dfdfb2a488e640a344a625d193b8ae381b61c8a58adda1ab,7a710c0f879309854b843165c3252dfe0ef7bd62f28ff3eaf27db84f9d57b5b9,True
0.25,0.25,7,910000008,adaptive-v2,0.0,3.9,0.1296875,ae08f5d0cbdcee4539afa10e8c30d7f2be1587ce5d0f8e4e92b1315fcbba6f32,755d64f9e1994cb37cdf331bc015506f7660e01f2d8d41b0e7304a56411df646,True
0.25,0.25,7,910000008,handle-only,1.0,4.0,0.11484375,06bea1f3c4ef661c055641af7a0d1d07dff003f412dd06d61615e9029cd7c24f,4a7197f7d1c58f462ff5fd53f2d6d14c8ea82d47342ba283b7249d3aac8b6fc3,True
0.25,0.25,7,910000008,fixed-0.9,0.9,4.0,0.1165625,3336cce1a77e94d8135fcd58895749c76cf8b02c8619107f99a0bfe8a3be51c7,4a7197f7d1c58f462ff5fd53f2d6d14c8ea82d47342ba283b7249d3aac8b6fc3,True
0.25,0.25,7,910000008,stable-local,0.0,4.0,0.128125,c6c3058cd640700e068c24d1cbbdff32b923a1acb736368340b8fb91bbca69e8,4a7197f7d1c58f462ff5fd53f2d6d14c8ea82d47342ba283b7249d3aac8b6fc3,True
0.25,0.25,8,910000009,adaptive-v2,0.0,3.9,0.17236391129032255,ad00113d452b303ecd17310e4cdaee3c9b09344c9ee270ecb8b297d6a97f2827,d96c942c034e479349bc28565f82661eb8be67b982982af85e609abf1cf09023,True
0.25,0.25,8,910000009,stable-local,0.0,4.0,0.17720766129032256,3b17fcb2484e8961499c5b63b0cefc5096cc8d9774c5e2be011078cef71a8a56,3ebe9e41821739f81f1d9ad9d4588da6f3a38642de5e6eda338eda747f45e9c8,True
0.25,0.25,8,910000009,fixed-0.9,0.9,4.0,0.11610383064516128,6077f50d56202320f05208925bc1cf4d80df33e174d0f8ab165017118f0a76ef,3ebe9e41821739f81f1d9ad9d4588da6f3a38642de5e6eda338eda747f45e9c8,True
0.25,0.25,8,910000009,handle-only,1.0,4.0,0.11016633064516128,8074e7c98bdfcb5c89c6d9a074f22dc8ec71a7530f46b3c4759a3c1dbd05ddaf,3ebe9e41821739f81f1d9ad9d4588da6f3a38642de5e6eda338eda747f45e9c8,True
0.25,0.25,9,910000010,adaptive-v2,0.0,3.9,0.14925403225806452,017dfa2ce1c3290db83a9ff6098755249ce3a4fbb4c0fb17867ac7e4ee9add6c,c92c5431fb287377199ad48e8db5ad0aa7c065698d6d196c0b7e5fdd05e354b5,True
0.25,0.25,9,910000010,fixed-0.9,0.9,4.0,0.09859375,0b97e6de391779d28a435f3ec14f717cafcab21dee49c971e68600ac6803540f,6d0964e52f450f4c94e97aa83ab806a7136472b6eb7830802eeaf2676e9d7d01,True
0.25,0.25,9,910000010,stable-local,0.0,4.0,0.14596774193548387,363e1f88bfe6dc166a4c77567984033cc2e5eb7d5fe12512401e252384383264,6d0964e52f450f4c94e97aa83ab806a7136472b6eb7830802eeaf2676e9d7d01,True
0.25,0.25,9,910000010,handle-only,1.0,4.0,0.09671875,61ff06d6668057342a54e47a61c77c69ce1f3c18ce774e8028661720cac36137,6d0964e52f450f4c94e97aa83ab806a7136472b6eb7830802eeaf2676e9d7d01,True
0.25,0.5,0,910000001,adaptive-v2,0.0,3.9,0.09034274193548388,65131d3bb48500e465f1416081f86064698ef57797c68d73572d9e7fe135a7d4,8ccefe9d0cb3f9f38df5852c0ea0e8528808f5568c5420391168df33a8eb115e,True
0.25,0.5,0,910000001,handle-only,1.0,4.0,0.0754788306451613,4b00c376c2aee8462c1399779d05f0defaef7217678835726d0b558c7ad3f874,5dbac2659d5ba8e1960db9e4ecd65dc6fab43c3b99fa2e039384937654af3e2f,True
0.25,0.5,0,910000001,fixed-0.9,0.9,4.0,0.07469758064516129,eb8c40b7f681ffddabf198c0a570af8ba8ed54c376bc205a6b491bc0a6de658e,5dbac2659d5ba8e1960db9e4ecd65dc6fab43c3b99fa2e039384937654af3e2f,True
0.25,0.5,0,910000001,stable-local,0.0,4.0,0.09299899193548387,f27953a16afedf0f6577a6d827ce87e8871e3ba00273f4c276c9899467bf6931,5dbac2659d5ba8e1960db9e4ecd65dc6fab43c3b99fa2e039384937654af3e2f,True
0.25,0.5,1,910000002,adaptive-v2,0.0,3.9,0.08891633064516129,1d07b0c2cbb5d448e4776033598fcdf7c9dd8e437e2028856d0a8ce81d6bbb31,f4a0c63deeac543ad86d1258d97b28a02d9b2439bba8ae1a57b3234a3be9d915,True
0.25,0.5,1,910000002,fixed-0.9,0.9,4.0,0.09141129032258064,208e817ca1ea8b8aa5f3de2ee6db67ebcfb120b150d24c0056402212f7230bcf,81bd464684cd62c72ed10d5e73b2f025f630841f0cc5ce4edc3be05e691f516e,True
0.25,0.5,1,910000002,handle-only,1.0,4.0,0.09047379032258064,28189e532e41aab5d8d5371ca0e3bb415d96bd99a09fb30531946df094037835,81bd464684cd62c72ed10d5e73b2f025f630841f0cc5ce4edc3be05e691f516e,True
0.25,0.5,1,910000002,stable-local,0.0,4.0,0.09016633064516127,d27d728a868867a655efffbd2a80f3f0a14d198000bf1d32e2f26af89a1459af,81bd464684cd62c72ed10d5e73b2f025f630841f0cc5ce4edc3be05e691f516e,True
0.25,0.5,2,910000003,adaptive-v2,0.0,3.9,0.095625,c1db9ee002a2bb8f9f052e8eb95b87b60c8f4c40868a0e3333b8d4431b2b5d77,a3c1a00f77066114826a66a2bb06a153903f594b40afb747e8b6dd517b2e4e0e,True
0.25,0.5,2,910000003,handle-only,1.0,4.0,0.09765625,25afe63f48999c2b7fcb00e4a866ded73f597bf3c895666f1087e44038a939a5,3228a74156ed502091095302ad3aa83f4276e098af47f79edc16b30933bf1979,True
0.25,0.5,2,910000003,fixed-0.9,0.9,4.0,0.0971875,ac2a5659e27ca65b4c34b656e21c6de67e3eddef5aa1498d05e1c2f3dc295d7a,3228a74156ed502091095302ad3aa83f4276e098af47f79edc16b30933bf1979,True
0.25,0.5,2,910000003,stable-local,0.0,4.0,0.09546875,d32322caa4482cf9d960ce552b808a9162f9297de77ebf2d623c64e629aefc1a,3228a74156ed502091095302ad3aa83f4276e098af47f79edc16b30933bf1979,True
0.25,0.5,3,910000004,adaptive-v2,0.0,3.9,0.1159375,c79c802651940c45da5f9719b4a61b12dc659409106796c04f7f1dbd94b3f4b0,28a9cfe417e2cf6f8a263d244b4148c5677f392535b8cb2745016a0930b974d4,True
0.25,0.5,3,910000004,stable-local,0.0,4.0,0.11671875,0c54c0ff5581b132946451477863c08f440af6c8e241792f8a79dea808b5b301,3bd84c66ede75163ef1a3cffbba64a1f082c6d9d12d3692f453bac5c247edb74,True
0.25,0.5,3,910000004,handle-only,1.0,4.0,0.11625,17e01dcd1ccb23daf06e0caafe443476461da61318bc2b05cfbecafc879ba09f,3bd84c66ede75163ef1a3cffbba64a1f082c6d9d12d3692f453bac5c247edb74,True
0.25,0.5,3,910000004,fixed-0.9,0.9,4.0,0.11703125,e6a2dca9d6e5dee7abcf721e843fb5405e238b4883692c0ad22a7a8d03eee85a,3bd84c66ede75163ef1a3cffbba64a1f082c6d9d12d3692f453bac5c247edb74,True
0.25,0.5,4,910000005,adaptive-v2,0.0,3.9,0.1359375,d9adcf6dcfa7e13d174b468c96dd4f6c21a6da89d29ff9140b8b4188d7a92ada,aadb5322f6b2168c1850e2693eb00850cf0a56655dac7a4888eef09d200a0aa5,True
0.25,0.5,4,910000005,handle-only,1.0,4.0,0.13359375,4f2ecf3842d435245703ff9b6886a9f1ac5034babf5ca99d2c7a1ba783de7d7d,404f47012a0039858afd7e977b974d53787cfcfb02a7610d187d88581c3be8c6,True
0.25,0.5,4,910000005,stable-local,0.0,4.0,0.13578125,5bc8607b41d0419dbefc25800672228c416e891b18a19c328f52d1d5ead0a2df,404f47012a0039858afd7e977b974d53787cfcfb02a7610d187d88581c3be8c6,True
0.25,0.5,4,910000005,fixed-0.9,0.9,4.0,0.1340625,8107b7c1f98ed31b7e8d79b8a157ce58153cd84309a08f28f850b065bec6deda,404f47012a0039858afd7e977b974d53787cfcfb02a7610d187d88581c3be8c6,True
0.25,0.5,5,910000006,adaptive-v2,0.0,3.9,0.08515625,9ca4e58bbb4b763a619f3d64d8a651f532723d96b86ed509102151f631b6a74b,ea84fb99405744395e052296d9def7deed8b77581dca1091002524bbd4f41109,True
0.25,0.5,5,910000006,stable-local,0.0,4.0,0.08515625,35f5af2063195acf4789bed8f08f13ef36293d1bdd4d1cc73f09da1dd62adc20,4880ac8ef48e57b146912c342cbcf4d2e77a2220e0a6f518594507beef55a087,True
0.25,0.5,5,910000006,handle-only,1.0,4.0,0.08984375,89d610488be54b18f353ce74bc633a71cae0a4736d32f9b05fd9ac5d62f445ac,4880ac8ef48e57b146912c342cbcf4d2e77a2220e0a6f518594507beef55a087,True
0.25,0.5,5,910000006,fixed-0.9,0.9,4.0,0.08796875,d2897bef6f76b0e1e2c86be5fd2e3b9699c7f51b7dbdbc4ecc0923fd975365b0,4880ac8ef48e57b146912c342cbcf4d2e77a2220e0a6f518594507beef55a087,True
0.25,0.5,6,910000007,adaptive-v2,0.0,3.9,0.08909274193548387,7da8d9135fcc79fbf0aeb5b4a48b6b2b83e329041167418b5e9bf7994ef0a198,8b790f6879227ea1db070a3f1eab35f03781d5510eb559233c7ed0acc9553049,True
0.25,0.5,6,910000007,handle-only,1.0,4.0,0.09924899193548388,43ade53753a348d8b507cfcd76810896e2ea139413b9d55947c57c0033837269,4ead57e87a18824e7c8aec6d3f1e6a4274f7f9dcd9e02ef4195e5944ccb3ea5a,True
0.25,0.5,6,910000007,fixed-0.9,0.9,4.0,0.09721774193548388,8603ae417aee25890b4c32372b70715f48c5905562b110a98f8b0f6b118a5cd3,4ead57e87a18824e7c8aec6d3f1e6a4274f7f9dcd9e02ef4195e5944ccb3ea5a,True
0.25,0.5,6,910000007,stable-local,0.0,4.0,0.08612399193548388,f4fdf95bef31542ad05ce719dae4d0766e50c1d6a173bd208bf884051cf3b4a0,4ead57e87a18824e7c8aec6d3f1e6a4274f7f9dcd9e02ef4195e5944ccb3ea5a,True
0.25,0.5,7,910000008,adaptive-v2,0.0,3.9,0.12550403225806453,0a082a1837a7044c7abe9f6c4efa25e420a78504610a634cbf91381c7aac79af,b60c58276c7fe7d222142506d3bc5e34d1cb98afc41a700834bfe378e9f73595,True
0.25,0.5,7,910000008,handle-only,1.0,4.0,0.13364415322580644,7cf877a48a6d3c1844dfb2d9fcf45f7a931ab36acc17bffa352312e4f4ece3c0,c0e835159f8e0ed0250d6efe62fd06eab657c3e43a60e3f982eb94e798521a6e,True
0.25,0.5,7,910000008,fixed-0.9,0.9,4.0,0.1309828629032258,863d7c16af9d0e5858a462574bfa35cb2a979d7414f61a259ab136a3c1846c12,c0e835159f8e0ed0250d6efe62fd06eab657c3e43a60e3f982eb94e798521a6e,True
0.25,0.5,7,910000008,stable-local,0.0,4.0,0.12300403225806451,9b6ce31b159a4a79f7d8c76744f2f638f1a3da73e8e7842d2e164bab5e4e1a33,c0e835159f8e0ed0250d6efe62fd06eab657c3e43a60e3f982eb94e798521a6e,True
0.25,0.5,8,910000009,adaptive-v2,0.0,3.9,0.178125,a1e45f2853dbcbf803aae1649ba7551457cade3c10ce26b100baac8ac74de897,9e5291d81b2fa4376c3073de2121d347051d20e34a10cda58a736100240e0b5b,True
0.25,0.5,8,910000009,stable-local,0.0,4.0,0.1815625,53967abbf1a03025460dfb6de59c19abf3ac148aa5a987e86901977028e14583,1932a0f9bc356742c3e3f17536dedabb4606aa537a798655ddc05836e9c234f0,True
0.25,0.5,8,910000009,handle-only,1.0,4.0,0.15125,dbb00b6b93146ce7137a073184cb370fd970d6e15878d5013b1c758b798f92b0,1932a0f9bc356742c3e3f17536dedabb4606aa537a798655ddc05836e9c234f0,True
0.25,0.5,8,910000009,fixed-0.9,0.9,4.0,0.15359375,e96bd1199aeb0ec080f75846058c805a32ef609fa078e9e25095e0ce623b9b2d,1932a0f9bc356742c3e3f17536dedabb4606aa537a798655ddc05836e9c234f0,True
0.25,0.5,9,910000010,adaptive-v2,0.0,3.9,0.1353578629032258,0e8418aa2345799c05b0e2bfaf9f473bf19e961d9b42eb47a36044e31ed5ec27,3b950035702c4f8b9c3fe60092fcf61de743da89b9dbaf573bdc0d19c65139b8,True
0.25,0.5,9,910000010,handle-only,1.0,4.0,0.1292741935483871,8c259c5bd5140acf37755a72ffee4aa3f9073872c7b22007ed92ac440aae9c46,0cd27cd13d5421c896ea02cc10a8f9852505533bcc76a6cc0bf68d040f0de242,True
0.25,0.5,9,910000010,stable-local,0.0,4.0,0.1297328629032258,a91ee0ee9cad165b83d28985b074cf7479498f99a0bd4f4ada79746b27ebc832,0cd27cd13d5421c896ea02cc10a8f9852505533bcc76a6cc0bf68d040f0de242,True
0.25,0.5,9,910000010,fixed-0.9,0.9,4.0,0.12615423387096775,ca2308ce69a0ab6f08934d957168f11f4ff0d70c83dba9ae6cd77835e764c485,0cd27cd13d5421c896ea02cc10a8f9852505533bcc76a6cc0bf68d040f0de242,True
0.25,0.75,0,910000001,adaptive-v2,0.0,3.9,0.10046875,4d1afdefd72b392adf8c5b3e6dd9ef62df266e186927725b3c270964b52679c2,6c36299e6508267255cdce3fa15e76001bb98c79be346c1451b0364b6a6e2ff1,True
0.25,0.75,0,910000001,stable-local,0.0,4.0,0.10453125,700968b07632b16f3b9bc4481cfec8b3849d310ec5deb080252dff25c35b0bf2,a3d4ac203a3a8c87845ac45d8d8fba63d6d1d339de9d3d77442288f4c2581ec7,True
0.25,0.75,0,910000001,handle-only,1.0,4.0,0.0996875,efefee8ad164fccc1f0c982b531896cc278deb758845021842d425920750e882,a3d4ac203a3a8c87845ac45d8d8fba63d6d1d339de9d3d77442288f4c2581ec7,True
0.25,0.75,0,910000001,fixed-0.9,0.9,4.0,0.09796875,f3e935cdcd874715195354d2cafd356c54906152b171ae3381029828876b72eb,a3d4ac203a3a8c87845ac45d8d8fba63d6d1d339de9d3d77442288f4c2581ec7,True
0.25,0.75,1,910000002,adaptive-v2,0.0,3.9,0.090625,767ce5660fcc292c0299e48bb3eda41e6e2498f1a57455a08a66cdbf56e210bc,bc121a61a84c952028f62f8f162c99ea74f799bc3e24619765b66db860c898c5,True
0.25,0.75,1,910000002,stable-local,0.0,4.0,0.091875,10a169f6774710eeb58ef712d5e6f3f92b6df73e8b93b9a08a9bd3eb7c2cfdde,e0a156f052be776897b116a13d5bcdf77a11cab3f1f20628d9038e1c04b65b3e,True
0.25,0.75,1,910000002,fixed-0.9,0.9,4.0,0.08796875,4c1f4f36e11165ab687d7893d3c45129087200894b4d0d04d93380a5305edaf3,e0a156f052be776897b116a13d5bcdf77a11cab3f1f20628d9038e1c04b65b3e,True
0.25,0.75,1,910000002,handle-only,1.0,4.0,0.08859375,8afac4113fdf2312c6434ea467ba84958b13095eef1fe902fd4b4d175ddd8cdb,e0a156f052be776897b116a13d5bcdf77a11cab3f1f20628d9038e1c04b65b3e,True
0.25,0.75,2,910000003,adaptive-v2,0.0,3.9,0.09564516129032258,0dbc0a064ac0872258f60394c05fca70d64b09bb56cf6ddd744a659ec101e739,0cfdb26553790b9202ce71cefde0ba392129a13250d36966f22b4d13c0fed8cb,True
0.25,0.75,2,910000003,fixed-0.9,0.9,4.0,0.10407762096774194,2f0883678a2b5fc77970f61dd34799ce00c173151f8a0fa1fa6d1af4e3f56437,5bf47ee5e0acb3d6a62c0c60edabb40bb1a5bb13d9aef6fdbb98dff4102f413d,True
0.25,0.75,2,910000003,stable-local,0.0,4.0,0.09752016129032258,770ef0b29942b3f1fe3dfeba6ec13b20d843424dbdbbba8792767a793678208e,5bf47ee5e0acb3d6a62c0c60edabb40bb1a5bb13d9aef6fdbb98dff4102f413d,True
0.25,0.75,2,910000003,handle-only,1.0,4.0,0.10517137096774194,fe1b7221ff194b9d3325b475719d0ab0fbb98167f6a26738a8b91e59373c76a1,5bf47ee5e0acb3d6a62c0c60edabb40bb1a5bb13d9aef6fdbb98dff4102f413d,True
0.25,0.75,3,910000004,adaptive-v2,0.0,3.9,0.1209375,3ddcf40eb9ea521b2475795b598f4084edff54fddbef2ba18d4c5f9f850f5597,b2f161ae881895ca39409054238f630546361ed4184486aea23b37163fa408c2,True
0.25,0.75,3,910000004,handle-only,1.0,4.0,0.1228125,7fd44fdb4001faa9d9def7b37dc88bc834316baac1e8f89941d3e742f815a20a,9e78b64d1192a7e9319052e1d4b0eb34f009d670f3b878bd9b80a11cbb341fb6,True
0.25,0.75,3,910000004,fixed-0.9,0.9,4.0,0.12125,d90b7f958f875ac9c1db9c1d9a1661946c7b7fbfa9acd840e885070a301ac0c9,9e78b64d1192a7e9319052e1d4b0eb34f009d670f3b878bd9b80a11cbb341fb6,True
0.25,0.75,3,910000004,stable-local,0.0,4.0,0.1203125,db6cf0431f03fae75efeb0db0c9bf9f1b974947bcc1bc74370f1cc8c05116484,9e78b64d1192a7e9319052e1d4b0eb34f009d670f3b878bd9b80a11cbb341fb6,True
0.25,0.75,4,910000005,adaptive-v2,0.0,3.9,0.128125,a7c45faeeeef3605eaa688c60823ab8cc17be2d49032d3c291d6edc86832ade7,85c15364eef9426b2c0f6f642b726543e424a31d895a1b62b699421e5e08a875,True
0.25,0.75,4,910000005,stable-local,0.0,4.0,0.12765625,0f194fe2cb983bc00a6d43925f389d01bbd631d3d35e9876f5284335e74362cd,6ac10521555db29b5740d648a17da423d3082febe2f6ccb02c9fef0f26364c1f,True
0.25,0.75,4,910000005,fixed-0.9,0.9,4.0,0.1325,2561d96e47cba8a72c7dbe64075b486e231178d23f14cc0cce13706bd211f9f5,6ac10521555db29b5740d648a17da423d3082febe2f6ccb02c9fef0f26364c1f,True
0.25,0.75,4,910000005,handle-only,1.0,4.0,0.13390625,5565990dff2800771b8e71876365d36a5bdf1c17d23ae76443393898f1c6d2ce,6ac10521555db29b5740d648a17da423d3082febe2f6ccb02c9fef0f26364c1f,True
0.25,0.75,5,910000006,adaptive-v2,0.0,3.9,0.09142137096774194,9aaae217d4e5e13fac6feba2376f6af646c3b6924335525e1089e610bed9bfde,f860444125a43ebfab5c803d9fc160f28bd7a2e35e9f7777d78ae9d466152138,True
0.25,0.75,5,910000006,fixed-0.9,0.9,4.0,0.08939012096774195,257d4527b262d9a25584f75d3bbc3efbaf17d3c36194242979eb53f8400e9914,ccda7ac8a220aaa9a0026b9a8e412c1d1e8610d6e4124b01ec42f30f2778aae6,True
0.25,0.75,5,910000006,stable-local,0.0,4.0,0.09157762096774194,7e3367062a2227b3b3c40a0d37357798d0d7bf3c17f5df3907547a897ac6c81a,ccda7ac8a220aaa9a0026b9a8e412c1d1e8610d6e4124b01ec42f30f2778aae6,True
0.25,0.75,5,910000006,handle-only,1.0,4.0,0.08954133064516129,bcbda8d8255cc04919b13b00d5326318d5dc47647c198d367ecc6f4147c1b6f4,ccda7ac8a220aaa9a0026b9a8e412c1d1e8610d6e4124b01ec42f30f2778aae6,True
0.25,0.75,6,910000007,adaptive-v2,0.0,3.9,0.08361391129032258,262bbde43d6c7582e19bb82c215ebb7d8f242a4bb23103c507981e0ce9d20772,5d9ae296e6448ebfc7cee73a5ca16b938c35c07374ba6edb91318574c63fc360,True
0.25,0.75,6,910000007,fixed-0.9,0.9,4.0,0.10674395161290322,0bd0a1dde915d9997dac1f6b1f1e68821594c992bbd94b5a03b29b331dee22b2,6491e4b40069fb495c0b24ddec5c5640d6e3967bc1b41c16da77c62da191e6c1,True
0.25,0.75,6,910000007,stable-local,0.0,4.0,0.08252016129032258,bded6cb0f34d3bd9ee5c526ab5eb5db866f62e08e46292dba83c66c510d98cb3,6491e4b40069fb495c0b24ddec5c5640d6e3967bc1b41c16da77c62da191e6c1,True
0.25,0.75,6,910000007,handle-only,1.0,4.0,0.10940020161290322,be6779f52023aeaad72aa0eabe77f88523beb29a3845093b1cca95d8e8dc7129,6491e4b40069fb495c0b24ddec5c5640d6e3967bc1b41c16da77c62da191e6c1,True
0.25,0.75,7,910000008,adaptive-v2,0.0,3.9,0.12174899193548389,1728c3cf77592dfd84a599f3b7c0c65638511a8af428b94a798882a5d16859dc,7ce4ab1c805d10b08b611f0b3e53451754df0a7c1e61ead8b3558c62a8b86e91,True
0.25,0.75,7,910000008,handle-only,1.0,4.0,0.12049395161290322,10ce1af819e8d2de849dc45dff31395f3ca4e63245d04363ddc77fe43cc5af45,1c99564761de6ac013dea280043c8a1d7c6ea36690b55b334fd30f6372b2a1eb,True
0.25,0.75,7,910000008,fixed-0.9,0.9,4.0,0.11986895161290322,453c9b0c85d9751a53be497b8d25bed4d9f9a3bb24c7af703ffb08b072cf0dc5,1c99564761de6ac013dea280043c8a1d7c6ea36690b55b334fd30f6372b2a1eb,True
0.25,0.75,7,910000008,stable-local,0.0,4.0,0.12237399193548387,a3e3ae81fbced6c7e00782fab61ba116b43d4a7812189b176989ac8f6471b05c,1c99564761de6ac013dea280043c8a1d7c6ea36690b55b334fd30f6372b2a1eb,True
